test_id,des_value
85_1201670_silhouette_type,INVALID
84_1171702_silhouette_type,Evase
82_1105291_silhouette_type,INVALID
86_1213279_silhouette_type,Oversize
83_1132829_silhouette_type,Evase
82_1106189_silhouette_type,Cargo
81_1079893_silhouette_type,INVALID
83_1130837_silhouette_type,Cargo
84_1171427_silhouette_type,Evase
83_1125006_silhouette_type,Culotte
84_1157235_silhouette_type,INVALID
85_1198317_silhouette_type,5 Bolsillos
86_1217689_silhouette_type,INVALID
82_1099734_silhouette_type,Culotte
82_1115417_silhouette_type,Boyfriend
81_1079644_silhouette_type,Acampanado/Flare
81_1078934_silhouette_type,INVALID
84_1165872_silhouette_type,Cargo
86_1228839_silhouette_type,INVALID
86_12002531_silhouette_type,INVALID
81_1073593_silhouette_type,INVALID
84_1177274_silhouette_type,INVALID
84_1166832_silhouette_type,Oversize
83_1136582_silhouette_type,INVALID
86_1224000_silhouette_type,5 Bolsillos
86_1215612_silhouette_type,Cargo
82_1090014_silhouette_type,INVALID
83_1136348_silhouette_type,INVALID
82_1084378_silhouette_type,INVALID
84_1169413_silhouette_type,Oversize
85_1207181_silhouette_type,Oversize
85_1200035_silhouette_type,INVALID
83_1132010_silhouette_type,Cargo
81_1071338_silhouette_type,INVALID
86_1214031_silhouette_type,INVALID
84_1172857_silhouette_type,INVALID
85_1177782_silhouette_type,Palazzo
85_1207288_silhouette_type,Cargo
83_1144994_silhouette_type,Cargo
86_1207276_silhouette_type,INVALID
81_1056173_silhouette_type,Cargo
84_1156883_silhouette_type,INVALID
82_1099674_silhouette_type,Oversize
83_1143320_silhouette_type,Culotte
83_1133487_silhouette_type,INVALID
83_1142458_silhouette_type,INVALID
85_1171630_silhouette_type,INVALID
82_1087719_silhouette_type,INVALID
82_1123298_silhouette_type,Oversize
84_1168370_silhouette_type,Evase
86_1206175_silhouette_type,Cargo
83_1127364_silhouette_type,INVALID
86_1210553_silhouette_type,INVALID
83_1122786_silhouette_type,Culotte
81_1060892_silhouette_type,Evase
86_1205672_silhouette_type,INVALID
86_1204335_silhouette_type,Culotte
82_1088972_silhouette_type,Culotte
85_1200940_silhouette_type,Culotte
83_1132857_silhouette_type,INVALID
84_1174574_silhouette_type,INVALID
84_1170011_silhouette_type,INVALID
83_1115163_silhouette_type,INVALID
86_1215834_silhouette_type,INVALID
82_1114598_silhouette_type,INVALID
85_1189070_silhouette_type,INVALID
81_1081115_silhouette_type,INVALID
86_1216006_silhouette_type,INVALID
84_1174895_silhouette_type,Cargo
85_1179710_silhouette_type,INVALID
81_1062358_silhouette_type,Cargo
86_1221786_silhouette_type,INVALID
82_1105333_silhouette_type,INVALID
82_1113848_silhouette_type,INVALID
82_1075095_silhouette_type,Halter
82_1095924_silhouette_type,Cargo
86_1215202_silhouette_type,Ancho
86_1226680_silhouette_type,INVALID
83_1157711_silhouette_type,Evase
83_1150428_silhouette_type,INVALID
83_1116435_silhouette_type,Evase
82_1103382_silhouette_type,INVALID
86_1214056_silhouette_type,Lápiz
81_1069942_silhouette_type,INVALID
83_1144007_silhouette_type,Boyfriend
82_1087690_silhouette_type,INVALID
83_1133788_silhouette_type,Cargo
85_1180499_silhouette_type,Cargo
83_1127128_silhouette_type,INVALID
82_1111542_silhouette_type,INVALID
85_1190986_silhouette_type,INVALID
85_1194372_silhouette_type,INVALID
85_1181937_silhouette_type,Culotte
86_1210858_silhouette_type,5 Bolsillos
84_1164185_silhouette_type,Oversize
81_1080520_silhouette_type,INVALID
81_1076609_silhouette_type,Evase
85_1181565_silhouette_type,5 Bolsillos
85_1192592_silhouette_type,Recto
84_1174146_silhouette_type,INVALID
84_1152215_silhouette_type,Evase
82_1101447_silhouette_type,Culotte
85_1193275_silhouette_type,Cargo
83_1132381_silhouette_type,Lápiz
84_1155282_silhouette_type,Evase
82_1096014_silhouette_type,Bandeau
82_1108415_silhouette_type,Culotte
83_1139188_silhouette_type,Oversize
84_1174790_silhouette_type,Cargo
82_1103947_silhouette_type,INVALID
83_1138974_silhouette_type,Oversize
83_1123875_silhouette_type,INVALID
81_1058737_silhouette_type,INVALID
86_1220911_silhouette_type,INVALID
83_1139207_silhouette_type,INVALID
86_1210535_silhouette_type,Lápiz
84_1167656_silhouette_type,INVALID
82_1109446_silhouette_type,Mom
81_1052365_silhouette_type,INVALID
84_1153865_silhouette_type,INVALID
84_1174141_silhouette_type,Evase
82_1106038_silhouette_type,INVALID
84_1166405_silhouette_type,INVALID
82_1093790_silhouette_type,INVALID
85_1208596_silhouette_type,Evase
81_1054607_silhouette_type,INVALID
83_1133538_silhouette_type,INVALID
83_1116185_silhouette_type,INVALID
82_1124931_silhouette_type,INVALID
86_1229484_silhouette_type,Evase
83_1146776_silhouette_type,Evase
85_1197949_silhouette_type,Oversize
82_1117755_silhouette_type,Cargo
83_1145315_silhouette_type,Culotte
85_1183590_silhouette_type,INVALID
81_1076284_silhouette_type,Oversize
85_1190149_silhouette_type,INVALID
84_1160649_silhouette_type,Cargo
85_1205444_silhouette_type,Evase
82_1082173_silhouette_type,INVALID
83_1146114_silhouette_type,INVALID
84_1153591_silhouette_type,INVALID
83_1145216_silhouette_type,Oversize
84_1169725_silhouette_type,INVALID
85_1174679_silhouette_type,INVALID
85_1189054_silhouette_type,Culotte
83_1132943_silhouette_type,Halter
83_1132158_silhouette_type,Cargo
85_1176699_silhouette_type,Lápiz
84_1147612_silhouette_type,INVALID
86_1218246_silhouette_type,INVALID
83_1138431_silhouette_type,Cargo
86_1223437_silhouette_type,Culotte
83_1130220_silhouette_type,INVALID
81_1061031_silhouette_type,Recto
81_1072988_silhouette_type,Bandeau
85_1189171_silhouette_type,Bandeau
85_1180798_silhouette_type,INVALID
81_1052797_silhouette_type,INVALID
86_1222062_silhouette_type,INVALID
83_1145331_silhouette_type,INVALID
85_1181119_silhouette_type,Evase
86_1228486_silhouette_type,Bandeau
83_1139063_silhouette_type,INVALID
83_1115639_silhouette_type,Culotte
83_1133479_silhouette_type,Culotte
86_1219269_silhouette_type,INVALID
81_1061072_silhouette_type,Oversize
85_1193118_silhouette_type,Evase
86_1218196_silhouette_type,INVALID
84_1170395_silhouette_type,INVALID
86_1232190_silhouette_type,Cargo
83_1126658_silhouette_type,Oversize
82_1108667_silhouette_type,INVALID
83_1129120_silhouette_type,Bandeau
82_1106844_silhouette_type,Oversize
84_1168462_silhouette_type,INVALID
86_1227550_silhouette_type,Cargo
82_1108889_silhouette_type,Recto
83_1129716_silhouette_type,INVALID
84_1162215_silhouette_type,INVALID
86_2483576_silhouette_type,Modern slim
82_1110617_silhouette_type,Evase
86_1785946_silhouette_type,INVALID
86_1222908_silhouette_type,5 Bolsillos
82_1114315_silhouette_type,Cargo
86_1227787_silhouette_type,INVALID
84_1170429_silhouette_type,INVALID
86_1209494_silhouette_type,Oversize
85_1207289_silhouette_type,Evase
86_1228641_silhouette_type,Oversize
85_1190102_silhouette_type,INVALID
85_1181728_silhouette_type,INVALID
81_1060455_silhouette_type,INVALID
84_1154560_silhouette_type,INVALID
85_1202490_silhouette_type,INVALID
84_1155810_silhouette_type,INVALID
84_1160297_silhouette_type,INVALID
84_1166271_silhouette_type,INVALID
82_1110394_silhouette_type,Oversize
86_1212296_silhouette_type,Culotte
82_1088824_silhouette_type,INVALID
83_1134801_silhouette_type,INVALID
86_1217089_silhouette_type,INVALID
84_1179620_silhouette_type,INVALID
86_1217119_silhouette_type,INVALID
83_1140583_silhouette_type,INVALID
83_1143455_silhouette_type,Cargo
82_1108587_silhouette_type,INVALID
84_1154121_silhouette_type,Boyfriend
83_1121704_silhouette_type,INVALID
85_1191082_silhouette_type,INVALID
84_1159626_silhouette_type,INVALID
83_1146413_silhouette_type,Evase
86_1218371_silhouette_type,Boyfriend
85_1201816_silhouette_type,INVALID
82_1102524_silhouette_type,Ancho
86_1210570_silhouette_type,INVALID
82_1102703_silhouette_type,Cargo
84_1167003_silhouette_type,INVALID
86_1204071_silhouette_type,Lápiz
84_1167113_silhouette_type,Evase
86_1219116_silhouette_type,INVALID
84_1160768_silhouette_type,INVALID
86_1221597_silhouette_type,Evase
83_1128089_silhouette_type,Oversize
86_1210703_silhouette_type,INVALID
86_1214527_silhouette_type,Oversize
82_1078005_silhouette_type,INVALID
82_1111568_silhouette_type,INVALID
81_1070956_silhouette_type,Culotte
82_1085557_silhouette_type,INVALID
