test_id,des_value
86_1223458_silhouette_type,INVALID
84_1157249_silhouette_type,Halter
84_1179457_silhouette_type,Cargo
84_1161262_silhouette_type,Oversize
83_1128422_silhouette_type,INVALID
82_1116476_silhouette_type,Oversize
86_1229777_silhouette_type,Boyfriend
82_1101492_silhouette_type,Bandeau
85_1191593_silhouette_type,Cargo
86_1220427_silhouette_type,INVALID
86_1210752_silhouette_type,Culotte
84_1156693_silhouette_type,Culotte
83_1109827_silhouette_type,Acampanado/Bootcut
86_1207301_silhouette_type,INVALID
81_1072988_silhouette_type,Bandeau
82_1110614_silhouette_type,Cargo
82_1092115_silhouette_type,Modern slim
81_1061549_silhouette_type,Oversize
85_1193584_silhouette_type,Cargo
83_1127263_silhouette_type,INVALID
85_1198156_silhouette_type,Cargo
82_1092847_silhouette_type,INVALID
86_1221597_silhouette_type,INVALID
82_1116095_silhouette_type,INVALID
86_1232456_silhouette_type,Fino
82_1102632_silhouette_type,INVALID
83_1136451_silhouette_type,Cargo
85_1200013_silhouette_type,INVALID
83_1149783_silhouette_type,INVALID
84_1164409_silhouette_type,Oversize
82_1089689_silhouette_type,INVALID
86_1221749_silhouette_type,INVALID
86_1230926_silhouette_type,Cargo
84_1166220_silhouette_type,Oversize
81_1059922_silhouette_type,INVALID
85_1198249_silhouette_type,INVALID
83_1137553_silhouette_type,INVALID
86_1227883_silhouette_type,INVALID
82_1106881_silhouette_type,Cargo
84_1169016_silhouette_type,Oversize
81_1038394_silhouette_type,Evase
84_1144610_silhouette_type,INVALID
86_1213394_silhouette_type,INVALID
83_1137778_silhouette_type,Culotte
85_1193204_silhouette_type,Cargo
81_1080683_silhouette_type,INVALID
83_1144664_silhouette_type,Fino
84_1152818_silhouette_type,Culotte
82_1112614_silhouette_type,INVALID
83_1125118_silhouette_type,INVALID
84_1165936_silhouette_type,Cargo
85_1185519_silhouette_type,Culotte
84_1172557_silhouette_type,Oversize
86_1214323_silhouette_type,5 Bolsillos
84_1175394_silhouette_type,INVALID
81_1074543_silhouette_type,Oversize
83_1112743_silhouette_type,INVALID
83_1109821_silhouette_type,Acampanado/Bootcut
81_1068297_silhouette_type,INVALID
85_1200142_silhouette_type,INVALID
82_1088525_silhouette_type,Oversize
82_1121023_silhouette_type,INVALID
82_1105835_silhouette_type,INVALID
85_1190585_silhouette_type,Cargo
85_1173710_silhouette_type,INVALID
84_1160057_silhouette_type,Oversize
82_1100806_silhouette_type,INVALID
84_1148225_silhouette_type,Culotte
84_1167025_silhouette_type,Culotte
81_1038327_silhouette_type,Lápiz
83_1119347_silhouette_type,Evase
81_1061617_silhouette_type,Lápiz
86_1210201_silhouette_type,Oversize
84_1173214_silhouette_type,Culotte
84_1167703_silhouette_type,INVALID
85_1178065_silhouette_type,INVALID
86_1227390_silhouette_type,Culotte
85_1186811_silhouette_type,INVALID
84_1155435_silhouette_type,5 Bolsillos
84_1166297_silhouette_type,Cargo
84_1150397_silhouette_type,INVALID
83_1152117_silhouette_type,Cargo
85_1194959_silhouette_type,Cargo
85_1179387_silhouette_type,Evase
81_1062723_silhouette_type,INVALID
85_1191312_silhouette_type,INVALID
85_1205196_silhouette_type,INVALID
82_1108987_silhouette_type,INVALID
85_1200412_silhouette_type,INVALID
85_1188300_silhouette_type,INVALID
85_1190217_silhouette_type,INVALID
85_1200947_silhouette_type,Oversize
85_1203571_silhouette_type,INVALID
81_1059331_silhouette_type,Evase
84_1161493_silhouette_type,Lápiz
86_1201159_silhouette_type,INVALID
82_1108937_silhouette_type,Modern slim
85_1189649_silhouette_type,INVALID
84_1165514_silhouette_type,INVALID
82_1103315_silhouette_type,INVALID
83_1118726_silhouette_type,Cargo
84_1166457_silhouette_type,Cargo
84_1160260_silhouette_type,Evase
84_1160729_silhouette_type,INVALID
84_1156470_silhouette_type,INVALID
86_1210419_silhouette_type,Evase
82_1090041_silhouette_type,INVALID
83_1150398_silhouette_type,Cargo
82_1079396_silhouette_type,Halter
85_1172486_silhouette_type,Lápiz
82_1087575_silhouette_type,INVALID
85_1187493_silhouette_type,INVALID
81_1076648_silhouette_type,Oversize
85_1202254_silhouette_type,INVALID
85_1186750_silhouette_type,Fino
84_1167034_silhouette_type,Oversize
82_1089873_silhouette_type,Evase
86_1213257_silhouette_type,Cargo
85_1181268_silhouette_type,Mom
85_1180194_silhouette_type,Lápiz
82_1118635_silhouette_type,Culotte
86_1216756_silhouette_type,INVALID
85_1194273_silhouette_type,Evase
85_1193102_silhouette_type,INVALID
83_1119368_silhouette_type,Cargo
85_1199745_silhouette_type,Cargo
84_1165330_silhouette_type,INVALID
82_1089145_silhouette_type,INVALID
83_1128974_silhouette_type,INVALID
82_1116540_silhouette_type,Oversize
84_1156243_silhouette_type,INVALID
84_1168266_silhouette_type,Evase
86_8480820_silhouette_type,Evase
83_1116304_silhouette_type,INVALID
82_1099148_silhouette_type,5 Bolsillos
84_1154173_silhouette_type,Evase
85_1204475_silhouette_type,INVALID
84_1175041_silhouette_type,Culotte
85_1199343_silhouette_type,INVALID
83_1125498_silhouette_type,Oversize
84_1167652_silhouette_type,INVALID
83_1115464_silhouette_type,INVALID
84_1153627_silhouette_type,INVALID
83_1136865_silhouette_type,Bandeau
85_1200123_silhouette_type,Boyfriend
86_1212049_silhouette_type,Culotte
84_1164196_silhouette_type,Culotte
81_1067717_silhouette_type,Cargo
83_1133955_silhouette_type,Evase
81_1074789_silhouette_type,INVALID
82_1108313_silhouette_type,INVALID
82_1117490_silhouette_type,Cargo
81_1077685_silhouette_type,Cargo
86_1212823_silhouette_type,Chino
82_1101311_silhouette_type,INVALID
82_1097759_silhouette_type,Culotte
81_1056436_silhouette_type,INVALID
85_1194720_silhouette_type,INVALID
86_1207377_silhouette_type,Oversize
82_1105966_silhouette_type,Evase
86_1210041_silhouette_type,INVALID
82_1103727_silhouette_type,Culotte
83_1144027_silhouette_type,INVALID
85_1179224_silhouette_type,Evase
84_1158132_silhouette_type,Chino
83_1132943_silhouette_type,Halter
84_1157244_silhouette_type,Culotte
85_1175341_silhouette_type,INVALID
84_1166832_silhouette_type,Oversize
83_1127336_silhouette_type,INVALID
86_1211209_silhouette_type,INVALID
86_1216866_silhouette_type,Cargo
82_1108292_silhouette_type,INVALID
83_1143216_silhouette_type,Bandeau
85_1214386_silhouette_type,Oversize
84_1165143_silhouette_type,INVALID
83_1135485_silhouette_type,INVALID
85_1180499_silhouette_type,Cargo
86_1218066_silhouette_type,INVALID
83_1159725_silhouette_type,INVALID
81_1079083_silhouette_type,Fino
82_1104842_silhouette_type,INVALID
84_1164053_silhouette_type,INVALID
81_1055853_silhouette_type,INVALID
81_1065767_silhouette_type,Evase
84_1166512_silhouette_type,INVALID
82_1108097_silhouette_type,INVALID
81_1076611_silhouette_type,Culotte
84_1167607_silhouette_type,INVALID
84_1173840_silhouette_type,INVALID
85_1178378_silhouette_type,Evase
83_1139917_silhouette_type,Cargo
85_1214413_silhouette_type,Oversize
83_1137152_silhouette_type,INVALID
84_1185402_silhouette_type,Fino
85_1189018_silhouette_type,Oversize
83_1128554_silhouette_type,Evase
82_1090756_silhouette_type,INVALID
86_1210454_silhouette_type,INVALID
84_1174749_silhouette_type,INVALID
85_1188542_silhouette_type,Cargo
82_1109177_silhouette_type,Oversize
86_1223802_silhouette_type,INVALID
85_1195212_silhouette_type,INVALID
81_1066954_silhouette_type,INVALID
86_1219369_silhouette_type,Culotte
85_1207791_silhouette_type,INVALID
86_1216988_silhouette_type,Cargo
85_1211694_silhouette_type,INVALID
86_1221540_silhouette_type,INVALID
83_1116404_silhouette_type,Culotte
83_1136455_silhouette_type,INVALID
83_1136183_silhouette_type,INVALID
86_1214786_silhouette_type,Cargo
82_1085966_silhouette_type,Lápiz
82_1104344_silhouette_type,Mom
86_1218613_silhouette_type,INVALID
86_1212956_silhouette_type,Cargo
82_1085155_silhouette_type,Evase
83_1143231_silhouette_type,INVALID
84_1156480_silhouette_type,INVALID
85_1195748_silhouette_type,Ancho
83_1118733_silhouette_type,Palazzo
85_1197420_silhouette_type,INVALID
83_1116737_silhouette_type,Cargo
83_1145248_silhouette_type,Fino
85_1200579_silhouette_type,INVALID
84_1166376_silhouette_type,Culotte
85_1201982_silhouette_type,INVALID
85_1181794_silhouette_type,Oversize
85_1183338_silhouette_type,INVALID
81_1079684_silhouette_type,Cargo
84_1177065_silhouette_type,INVALID
86_1205593_silhouette_type,INVALID
86_1206120_silhouette_type,INVALID
86_1219616_silhouette_type,INVALID
84_1164020_silhouette_type,Culotte
83_1125763_silhouette_type,Culotte
83_1120286_silhouette_type,Oversize
85_1172610_silhouette_type,INVALID
83_1117110_silhouette_type,Boyfriend
81_1058888_silhouette_type,Evase
84_1155252_silhouette_type,Boyfriend
82_1085342_silhouette_type,Culotte
85_1194205_silhouette_type,Culotte
81_1049467_silhouette_type,INVALID
85_1185692_silhouette_type,Evase
86_1226937_silhouette_type,INVALID
85_1208302_silhouette_type,Oversize
81_1074484_silhouette_type,Culotte
84_1159409_silhouette_type,Oversize
84_1175122_silhouette_type,INVALID
81_1075575_silhouette_type,INVALID
83_1123919_silhouette_type,INVALID
83_1155197_silhouette_type,Cargo
83_1152704_silhouette_type,Oversize
83_1147822_silhouette_type,INVALID
82_1100967_silhouette_type,INVALID
85_1181985_silhouette_type,Evase
81_1073756_silhouette_type,INVALID
86_1217728_silhouette_type,INVALID
85_1177211_silhouette_type,Halter
86_1211366_silhouette_type,INVALID
82_1088824_silhouette_type,Cargo
86_1232377_silhouette_type,Evase
84_1164904_silhouette_type,INVALID
86_1232351_silhouette_type,INVALID
85_1187394_silhouette_type,Evase
86_1210173_silhouette_type,Cargo
83_1148515_silhouette_type,INVALID
83_1130072_silhouette_type,INVALID
86_1212758_silhouette_type,INVALID
83_1130647_silhouette_type,Cargo
83_1144729_silhouette_type,Cargo
85_1189006_silhouette_type,Oversize
86_1230891_silhouette_type,Acampanado/Flare
86_6802269_silhouette_type,Cargo
85_1201740_silhouette_type,INVALID
82_1108768_silhouette_type,Evase
86_1228464_silhouette_type,Evase
86_2481582_silhouette_type,INVALID
86_1210186_silhouette_type,Cargo
86_9186048_silhouette_type,Evase
82_1098124_silhouette_type,Culotte
85_1196584_silhouette_type,INVALID
86_1215612_silhouette_type,Cargo
85_1209030_silhouette_type,Oversize
84_1166271_silhouette_type,INVALID
84_1158047_silhouette_type,Evase
83_1133864_silhouette_type,Fino
84_1167474_silhouette_type,INVALID
84_1166226_silhouette_type,INVALID
86_1224877_silhouette_type,INVALID
86_1220973_silhouette_type,INVALID
81_1059177_silhouette_type,INVALID
84_1169562_silhouette_type,Oversize
84_1172358_silhouette_type,Culotte
83_1133096_silhouette_type,Cargo
83_1119694_silhouette_type,INVALID
82_1090559_silhouette_type,Modern slim
84_1183826_silhouette_type,INVALID
85_1175713_silhouette_type,Evase
86_1227672_silhouette_type,INVALID
83_1129727_silhouette_type,INVALID
84_1179488_silhouette_type,Fino
86_1212386_silhouette_type,INVALID
86_1223219_silhouette_type,Acampanado/Bootcut
84_1166090_silhouette_type,INVALID
84_1158260_silhouette_type,Boyfriend
84_1170185_silhouette_type,Acampanado/Flare
81_1065042_silhouette_type,Cargo
86_1214292_silhouette_type,INVALID
86_1218828_silhouette_type,Cargo
82_1085833_silhouette_type,Evase
85_1191182_silhouette_type,Oversize
85_1203361_silhouette_type,Cargo
86_1225442_silhouette_type,INVALID
86_1210740_silhouette_type,Culotte
84_1157729_silhouette_type,INVALID
82_1109470_silhouette_type,INVALID
86_1216164_silhouette_type,Halter
84_1162324_silhouette_type,Cargo
86_1218383_silhouette_type,Fino
82_1090303_silhouette_type,INVALID
81_1092951_silhouette_type,Lápiz
81_1059202_silhouette_type,INVALID
83_1120597_silhouette_type,INVALID
81_1069669_silhouette_type,INVALID
83_1134375_silhouette_type,Oversize
86_1229212_silhouette_type,Oversize
84_1154121_silhouette_type,Boyfriend
84_1151218_silhouette_type,INVALID
83_1135027_silhouette_type,Cargo
86_1223815_silhouette_type,Fino
82_1093697_silhouette_type,Evase
85_1185225_silhouette_type,INVALID
84_1154248_silhouette_type,INVALID
83_1116193_silhouette_type,Bandeau
84_1157521_silhouette_type,INVALID
85_1181262_silhouette_type,Evase
82_1116903_silhouette_type,Cargo
84_1163838_silhouette_type,Cargo
86_1217346_silhouette_type,Chino
81_1066621_silhouette_type,Oversize
82_1078253_silhouette_type,INVALID
82_1088420_silhouette_type,Culotte
84_1169733_silhouette_type,INVALID
81_1066922_silhouette_type,Evase
84_1167864_silhouette_type,Evase
85_1205743_silhouette_type,Oversize
86_1232448_silhouette_type,INVALID
86_1205213_silhouette_type,Culotte
86_1208359_silhouette_type,Oversize
84_1161073_silhouette_type,Cargo
86_1223615_silhouette_type,INVALID
81_1072977_silhouette_type,INVALID
86_1216533_silhouette_type,Culotte
86_1210985_silhouette_type,Oversize
82_1090571_silhouette_type,INVALID
84_1168382_silhouette_type,Oversize
86_1222098_silhouette_type,INVALID
84_1158534_silhouette_type,INVALID
81_1058184_silhouette_type,Ancho
83_1127372_silhouette_type,Evase
82_1115712_silhouette_type,INVALID
82_1081249_silhouette_type,INVALID
85_1178162_silhouette_type,INVALID
81_1080022_silhouette_type,Oversize
85_1178064_silhouette_type,INVALID
83_1117673_silhouette_type,Evase
83_1137691_silhouette_type,Oversize
83_1144280_silhouette_type,Cargo
84_1174898_silhouette_type,Bandeau
81_1044962_silhouette_type,Halter
83_1120107_silhouette_type,INVALID
86_18749236_silhouette_type,Evase
84_1185219_silhouette_type,Evase
86_1214245_silhouette_type,INVALID
86_1229754_silhouette_type,INVALID
84_1157321_silhouette_type,Halter
85_1209230_silhouette_type,INVALID
84_1161270_silhouette_type,Cargo
86_1222307_silhouette_type,Oversize
82_1113749_silhouette_type,Evase
82_1101115_silhouette_type,Evase
86_1206860_silhouette_type,INVALID
85_1182704_silhouette_type,Culotte
84_1178181_silhouette_type,Oversize
84_1158197_silhouette_type,Fino
81_1068952_silhouette_type,INVALID
83_1132386_silhouette_type,INVALID
84_1166195_silhouette_type,Cargo
82_1088223_silhouette_type,Evase
82_1088711_silhouette_type,Oversize
86_1211338_silhouette_type,Bandeau
84_1155168_silhouette_type,INVALID
82_1127762_silhouette_type,INVALID
81_1050692_silhouette_type,INVALID
84_1178361_silhouette_type,INVALID
81_1046245_silhouette_type,INVALID
83_1143158_silhouette_type,INVALID
82_1098162_silhouette_type,Oversize
81_1072010_silhouette_type,Oversize
83_1132592_silhouette_type,INVALID
82_1106790_silhouette_type,Boyfriend
85_1193376_silhouette_type,Culotte
83_1118240_silhouette_type,INVALID
83_1135906_silhouette_type,INVALID
83_1127624_silhouette_type,Culotte
84_1156548_silhouette_type,Acampanado/Flare
86_1212377_silhouette_type,Cargo
81_1066555_silhouette_type,Cargo
85_1184722_silhouette_type,Evase
83_1127953_silhouette_type,Oversize
84_1181458_silhouette_type,INVALID
84_1155909_silhouette_type,Palazzo
83_1138544_silhouette_type,INVALID
86_1213089_silhouette_type,INVALID
81_1061738_silhouette_type,INVALID
86_1210695_silhouette_type,Halter
86_1204540_silhouette_type,Evase
86_1211538_silhouette_type,INVALID
84_1179273_silhouette_type,INVALID
83_1131226_silhouette_type,INVALID
85_1210480_silhouette_type,INVALID
84_1157466_silhouette_type,INVALID
84_1168543_silhouette_type,Evase
86_1217977_silhouette_type,Oversize
81_1087150_silhouette_type,INVALID
86_1229217_silhouette_type,INVALID
86_1220282_silhouette_type,INVALID
84_1159342_silhouette_type,INVALID
83_1136074_silhouette_type,INVALID
85_1195130_silhouette_type,Cargo
83_1113811_silhouette_type,INVALID
86_1210101_silhouette_type,Evase
83_1150136_silhouette_type,Culotte
83_1134111_silhouette_type,Evase
81_1052736_silhouette_type,Evase
85_1191325_silhouette_type,Cargo
81_1074269_silhouette_type,INVALID
83_1124314_silhouette_type,INVALID
81_1061060_silhouette_type,Oversize
83_1113679_silhouette_type,INVALID
84_1178462_silhouette_type,Oversize
85_1175823_silhouette_type,Halter
83_1123940_silhouette_type,Lápiz
85_1186423_silhouette_type,Oversize
81_1073639_silhouette_type,Cargo
83_1133911_silhouette_type,INVALID
86_1208017_silhouette_type,INVALID
83_1138397_silhouette_type,INVALID
81_1079658_silhouette_type,INVALID
81_1074310_silhouette_type,Cargo
83_1116465_silhouette_type,Ancho
84_1156672_silhouette_type,INVALID
86_1225170_silhouette_type,Oversize
83_1137318_silhouette_type,INVALID
85_1178424_silhouette_type,INVALID
84_1157762_silhouette_type,INVALID
82_1104880_silhouette_type,Evase
83_1137595_silhouette_type,Boyfriend
84_1162606_silhouette_type,INVALID
84_1177603_silhouette_type,INVALID
85_1183106_silhouette_type,Culotte
84_1150417_silhouette_type,INVALID
85_1178295_silhouette_type,INVALID
82_1115990_silhouette_type,INVALID
86_1225716_silhouette_type,INVALID
83_1146238_silhouette_type,Evase
84_1168257_silhouette_type,Evase
82_1109022_silhouette_type,INVALID
84_1171283_silhouette_type,Evase
81_1073083_silhouette_type,INVALID
85_1199551_silhouette_type,Boyfriend
85_1187336_silhouette_type,Cargo
81_1043866_silhouette_type,Lápiz
84_1155739_silhouette_type,Bandeau
83_1123948_silhouette_type,INVALID
81_1076872_silhouette_type,INVALID
83_1122751_silhouette_type,INVALID
85_1195145_silhouette_type,Evase
84_1181135_silhouette_type,INVALID
86_1227521_silhouette_type,INVALID
84_1159205_silhouette_type,INVALID
84_1168432_silhouette_type,INVALID
83_1150707_silhouette_type,INVALID
83_1125427_silhouette_type,Oversize
82_1107121_silhouette_type,Culotte
86_1216023_silhouette_type,INVALID
82_1101608_silhouette_type,INVALID
83_1150761_silhouette_type,Culotte
82_1115801_silhouette_type,Fino
86_1213160_silhouette_type,INVALID
86_1222603_silhouette_type,INVALID
85_1194245_silhouette_type,Culotte
81_1069539_silhouette_type,INVALID
86_1208685_silhouette_type,INVALID
81_1074574_silhouette_type,Cargo
86_1213675_silhouette_type,INVALID
85_1200232_silhouette_type,INVALID
85_1178786_silhouette_type,INVALID
84_1160735_silhouette_type,INVALID
85_1190860_silhouette_type,Modern slim
83_1130733_silhouette_type,Cargo
84_1160135_silhouette_type,INVALID
81_1068113_silhouette_type,Boyfriend
82_1097971_silhouette_type,INVALID
84_1140304_silhouette_type,Bandeau
86_1224223_silhouette_type,INVALID
86_1218146_silhouette_type,INVALID
85_1190229_silhouette_type,INVALID
81_1068270_silhouette_type,INVALID
84_1168370_silhouette_type,INVALID
82_1098095_silhouette_type,INVALID
86_1222795_silhouette_type,Oversize
85_1207024_silhouette_type,INVALID
86_1222013_silhouette_type,Oversize
83_1141301_silhouette_type,INVALID
84_1189346_silhouette_type,Evase
82_1087516_silhouette_type,INVALID
83_1117122_silhouette_type,INVALID
83_1126988_silhouette_type,INVALID
86_1224240_silhouette_type,INVALID
86_1216888_silhouette_type,INVALID
85_1195946_silhouette_type,INVALID
83_1149773_silhouette_type,INVALID
81_1060933_silhouette_type,Evase
83_1132284_silhouette_type,Recto
82_1096066_silhouette_type,INVALID
83_1122012_silhouette_type,INVALID
85_1184394_silhouette_type,INVALID
84_1185623_silhouette_type,Evase
84_1148158_silhouette_type,Culotte
85_1177118_silhouette_type,Fino
83_1136842_silhouette_type,INVALID
82_1085980_silhouette_type,Halter
82_1120326_silhouette_type,INVALID
83_1124335_silhouette_type,Culotte
83_1149056_silhouette_type,INVALID
82_1097780_silhouette_type,INVALID
82_1084335_silhouette_type,INVALID
83_1144939_silhouette_type,Culotte
83_1124183_silhouette_type,Culotte
84_1167585_silhouette_type,Cargo
86_1229151_silhouette_type,INVALID
83_1127146_silhouette_type,INVALID
84_1158371_silhouette_type,Acampanado/Flare
81_1055912_silhouette_type,Oversize
83_1124012_silhouette_type,INVALID
83_1150564_silhouette_type,Evase
85_1194516_silhouette_type,INVALID
86_15927951_silhouette_type,INVALID
84_1176796_silhouette_type,INVALID
82_1087449_silhouette_type,Lápiz
83_1127941_silhouette_type,Cargo
86_1204353_silhouette_type,Oversize
82_1089538_silhouette_type,INVALID
85_1184590_silhouette_type,INVALID
82_1105293_silhouette_type,Cargo
82_1088851_silhouette_type,INVALID
85_1201697_silhouette_type,INVALID
85_1193368_silhouette_type,Bandeau
82_1116075_silhouette_type,INVALID
82_1103909_silhouette_type,Ancho
86_1208475_silhouette_type,INVALID
86_1209878_silhouette_type,Lápiz
84_1164035_silhouette_type,Culotte
85_1225105_silhouette_type,INVALID
85_1179767_silhouette_type,Culotte
85_1170024_silhouette_type,INVALID
82_1098330_silhouette_type,INVALID
86_1220582_silhouette_type,Acampanado/Flare
84_1169099_silhouette_type,Oversize
85_1201646_silhouette_type,Cargo
86_1211571_silhouette_type,INVALID
86_1210040_silhouette_type,Culotte
86_1206175_silhouette_type,Cargo
84_1170000_silhouette_type,INVALID
84_1160996_silhouette_type,Oversize
82_1097774_silhouette_type,INVALID
83_1126131_silhouette_type,Evase
83_1127634_silhouette_type,INVALID
82_1103861_silhouette_type,INVALID
82_1085912_silhouette_type,INVALID
86_1210169_silhouette_type,INVALID
81_1062412_silhouette_type,Cargo
83_1123220_silhouette_type,INVALID
83_1128344_silhouette_type,INVALID
82_1105083_silhouette_type,INVALID
85_1195869_silhouette_type,INVALID
86_1205485_silhouette_type,INVALID
86_1232398_silhouette_type,INVALID
85_1194343_silhouette_type,Evase
86_1215944_silhouette_type,INVALID
86_28309006_silhouette_type,INVALID
85_1191481_silhouette_type,Bandeau
81_1079634_silhouette_type,Evase
86_1786088_silhouette_type,INVALID
83_1116444_silhouette_type,Evase
86_1200986_silhouette_type,Lápiz
86_1209677_silhouette_type,INVALID
82_1093703_silhouette_type,INVALID
86_1214365_silhouette_type,INVALID
86_1212062_silhouette_type,Cargo
82_1108376_silhouette_type,INVALID
81_1056873_silhouette_type,Acampanado/Flare
85_1189389_silhouette_type,Evase
85_1186493_silhouette_type,INVALID
85_1206958_silhouette_type,Evase
83_1152206_silhouette_type,Culotte
84_1189480_silhouette_type,INVALID
85_1193106_silhouette_type,Evase
81_1094503_silhouette_type,Oversize
81_1054816_silhouette_type,INVALID
81_1062563_silhouette_type,INVALID
86_1212500_silhouette_type,INVALID
85_1209128_silhouette_type,INVALID
83_1138161_silhouette_type,INVALID
84_1170856_silhouette_type,INVALID
81_1045118_silhouette_type,Halter
85_1191374_silhouette_type,Culotte
83_1145371_silhouette_type,Oversize
83_1114947_silhouette_type,INVALID
85_1193512_silhouette_type,Acampanado/Flare
83_1135774_silhouette_type,INVALID
84_1161690_silhouette_type,Culotte
82_1096033_silhouette_type,Evase
81_1057843_silhouette_type,Cargo
81_1058822_silhouette_type,INVALID
84_1165690_silhouette_type,Cargo
86_1213013_silhouette_type,INVALID
86_13410850_silhouette_type,INVALID
82_1087279_silhouette_type,Evase
84_1175538_silhouette_type,INVALID
85_1181172_silhouette_type,INVALID
83_1138366_silhouette_type,INVALID
83_1143958_silhouette_type,Culotte
85_1204117_silhouette_type,Jogger
82_1088799_silhouette_type,INVALID
81_1083696_silhouette_type,INVALID
82_1108668_silhouette_type,Evase
84_1168751_silhouette_type,Culotte
83_1129787_silhouette_type,INVALID
86_1220079_silhouette_type,Oversize
82_1088627_silhouette_type,Oversize
